system:index,area_km2,year,class,band,class_name,.geo
16_0_12,2174.939598,2001,39,classification_2001,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0_13,531.9198042,2001,41,classification_2001,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0_14,60.33186491,2001,62,classification_2001,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_0,5388.71082,2002,3,classification_2002,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_1,5952.875452,2002,4,classification_2002,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_2,9.692133617,2002,9,classification_2002,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_3,641.7350732,2002,11,classification_2002,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_4,1090.294215,2002,12,classification_2002,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_5,8920.955614,2002,15,classification_2002,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_6,0.08428501202,2002,20,classification_2002,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_7,2201.637909,2002,21,classification_2002,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_8,85.646795,2002,24,classification_2002,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_9,107.2557442,2002,25,classification_2002,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_10,288.6514708,2002,29,classification_2002,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_11,214.7435629,2002,33,classification_2002,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_12,2201.874331,2002,39,classification_2002,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_13,438.7466692,2002,41,classification_2002,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_14,182.1168864,2002,62,classification_2002,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_0,5411.185107,2003,3,classification_2003,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_1,5902.523674,2003,4,classification_2003,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_2,13.43891376,2003,9,classification_2003,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_3,622.0027003,2003,11,classification_2003,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_4,1132.828525,2003,12,classification_2003,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_5,8842.112385,2003,15,classification_2003,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_6,0.1109465007,2003,20,classification_2003,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_7,2252.519208,2003,21,classification_2003,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_8,86.7369326,2003,24,classification_2003,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_9,97.48580245,2003,25,classification_2003,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_10,288.6703517,2003,29,classification_2003,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_11,196.6080887,2003,33,classification_2003,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_12,2428.669105,2003,39,classification_2003,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_13,424.688717,2003,41,classification_2003,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_14,25.44050613,2003,62,classification_2003,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_0,5452.418389,2004,3,classification_2004,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_1,5727.249535,2004,4,classification_2004,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_2,17.07991913,2004,9,classification_2004,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_3,593.8021479,2004,11,classification_2004,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_4,1206.76605,2004,12,classification_2004,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_5,8759.449931,2004,15,classification_2004,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_6,0.2735368075,2004,20,classification_2004,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_7,2201.386327,2004,21,classification_2004,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_8,89.47909964,2004,24,classification_2004,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_9,91.70213428,2004,25,classification_2004,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_10,288.7998593,2004,29,classification_2004,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_11,155.0710263,2004,33,classification_2004,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_12,2638.073478,2004,39,classification_2004,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_13,411.574316,2004,41,classification_2004,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_14,91.8952132,2004,62,classification_2004,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_0,5450.04719,2005,3,classification_2005,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_1,5622.14638,2005,4,classification_2005,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_2,34.30473664,2005,9,classification_2005,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_3,546.0068119,2005,11,classification_2005,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_4,1286.806852,2005,12,classification_2005,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_5,8724.691588,2005,15,classification_2005,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_6,1.676047238,2005,20,classification_2005,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_7,2097.715717,2005,21,classification_2005,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_8,91.34007182,2005,24,classification_2005,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_9,91.7296693,2005,25,classification_2005,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_10,288.8812966,2005,29,classification_2005,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_11,125.0834922,2005,33,classification_2005,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_12,2931.915184,2005,39,classification_2005,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_13,237.8642374,2005,41,classification_2005,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_14,194.8116892,2005,62,classification_2005,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_0,5478.521883,2006,3,classification_2006,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_1,5564.358989,2006,4,classification_2006,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_2,38.27864481,2006,9,classification_2006,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_3,689.9708452,2006,11,classification_2006,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_4,1130.28834,2006,12,classification_2006,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_5,8773.264133,2006,15,classification_2006,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_6,1.838695041,2006,20,classification_2006,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_7,1947.144874,2006,21,classification_2006,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_8,92.74268557,2006,24,classification_2006,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_9,91.90810519,2006,25,classification_2006,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_10,288.8640709,2006,29,classification_2006,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_11,133.1617394,2006,33,classification_2006,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_12,2985.878712,2006,39,classification_2006,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_13,310.7771532,2006,41,classification_2006,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_14,198.0220929,2006,62,classification_2006,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_0,5517.869262,2007,3,classification_2007,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_1,5537.513875,2007,4,classification_2007,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_2,40.477089,2007,9,classification_2007,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_3,558.0632666,2007,11,classification_2007,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_4,1263.326386,2007,12,classification_2007,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_5,8709.836625,2007,15,classification_2007,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_6,1.910892104,2007,20,classification_2007,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_7,1910.160566,2007,21,classification_2007,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_8,94.32441878,2007,24,classification_2007,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_9,92.53168262,2007,25,classification_2007,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_10,288.909666,2007,29,classification_2007,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_11,133.994564,2007,33,classification_2007,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_12,2683.485779,2007,39,classification_2007,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_13,722.8655569,2007,41,classification_2007,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_14,169.7513335,2007,62,classification_2007,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_0,5490.860527,2008,3,classification_2008,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_1,5607.777342,2008,4,classification_2008,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_2,46.60365488,2008,9,classification_2008,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_3,644.3652085,2008,11,classification_2008,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_4,1142.287893,2008,12,classification_2008,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_5,8604.168728,2008,15,classification_2008,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_6,1.103855707,2008,20,classification_2008,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_7,1906.687134,2008,21,classification_2008,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_8,95.85541781,2008,24,classification_2008,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_9,92.10896301,2008,25,classification_2008,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_10,288.7809996,2008,29,classification_2008,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_11,168.468305,2008,33,classification_2008,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_12,2832.064535,2008,39,classification_2008,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_13,748.8057661,2008,41,classification_2008,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_14,55.08263318,2008,62,classification_2008,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_0,5495.752054,2009,3,classification_2009,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_1,5625.392006,2009,4,classification_2009,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_2,56.65909932,2009,9,classification_2009,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_3,621.9244132,2009,11,classification_2009,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_4,1196.91935,2009,12,classification_2009,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_5,8525.720094,2009,15,classification_2009,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_6,1.038141937,2009,20,classification_2009,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_7,1926.355243,2009,21,classification_2009,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_8,99.11252277,2009,24,classification_2009,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_9,89.4892248,2009,25,classification_2009,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_10,288.6831879,2009,29,classification_2009,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_11,135.6063433,2009,33,classification_2009,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_12,2811.452086,2009,39,classification_2009,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_13,765.8505961,2009,41,classification_2009,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_14,85.06660058,2009,62,classification_2009,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_0,5475.746444,2010,3,classification_2010,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_1,5674.608997,2010,4,classification_2010,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_2,72.16856398,2010,9,classification_2010,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_3,550.5873576,2010,11,classification_2010,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_4,1246.116226,2010,12,classification_2010,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_5,8481.827128,2010,15,classification_2010,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_6,1.082880229,2010,20,classification_2010,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_7,1963.99359,2010,21,classification_2010,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_8,101.2819857,2010,24,classification_2010,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_9,86.4452961,2010,25,classification_2010,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_10,288.6197811,2010,29,classification_2010,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_11,135.4468356,2010,33,classification_2010,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_12,2885.011195,2010,39,classification_2010,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_13,702.2984917,2010,41,classification_2010,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_14,59.78619001,2010,62,classification_2010,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_0,5446.445334,2011,3,classification_2011,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_1,5732.780666,2011,4,classification_2011,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_2,88.5687193,2011,9,classification_2011,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_3,720.261224,2011,11,classification_2011,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_4,1042.166152,2011,12,classification_2011,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_5,8452.385381,2011,15,classification_2011,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_6,1.011480252,2011,20,classification_2011,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_7,2028.459416,2011,21,classification_2011,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_8,102.9415963,2011,24,classification_2011,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_9,84.9432927,2011,25,classification_2011,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_10,288.5844873,2011,29,classification_2011,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_11,158.59943,2011,33,classification_2011,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_12,2635.55916,2011,39,classification_2011,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_13,884.9112196,2011,41,classification_2011,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_14,57.40340452,2011,62,classification_2011,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_0,5463.419957,2012,3,classification_2012,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_1,5745.002314,2012,4,classification_2012,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_2,120.6503147,2012,9,classification_2012,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_3,474.8442804,2012,11,classification_2012,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_4,1310.662808,2012,12,classification_2012,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_5,8385.657462,2012,15,classification_2012,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_6,0.4533737886,2012,20,classification_2012,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_7,2070.344412,2012,21,classification_2012,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_8,106.7482989,2012,24,classification_2012,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_9,86.63042097,2012,25,classification_2012,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_10,288.4881377,2012,29,classification_2012,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_11,130.6232362,2012,33,classification_2012,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_12,2757.990016,2012,39,classification_2012,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_13,724.919941,2012,41,classification_2012,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_14,58.58598988,2012,62,classification_2012,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_0,5464.028288,2013,3,classification_2013,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_1,5735.382232,2013,4,classification_2013,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_2,150.9563616,2013,9,classification_2013,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_3,563.9676346,2013,11,classification_2013,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_4,1204.958923,2013,12,classification_2013,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_5,8236.41588,2013,15,classification_2013,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_6,0.1737966878,2013,20,classification_2013,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_7,2138.491155,2013,21,classification_2013,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_8,111.1083804,2013,24,classification_2013,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_9,84.87960978,2013,25,classification_2013,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_10,288.6297971,2013,29,classification_2013,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_11,131.0033979,2013,33,classification_2013,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_12,3026.701461,2013,39,classification_2013,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_13,563.8410142,2013,41,classification_2013,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_14,24.48303004,2013,62,classification_2013,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_0,5455.147527,2014,3,classification_2014,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_1,5723.348473,2014,4,classification_2014,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_2,156.3806574,2014,9,classification_2014,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_3,635.1389778,2014,11,classification_2014,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_4,1124.891196,2014,12,classification_2014,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_5,8198.194337,2014,15,classification_2014,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_6,0.1574641967,2014,20,classification_2014,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_7,2185.82326,2014,21,classification_2014,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_8,114.7473281,2014,24,classification_2014,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_9,89.41303492,2014,25,classification_2014,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_10,288.7139163,2014,29,classification_2014,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_11,144.1728751,2014,33,classification_2014,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_12,3065.820153,2014,39,classification_2014,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_13,508.9297732,2014,41,classification_2014,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_14,34.14198958,2014,62,classification_2014,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_0,5464.424703,2015,3,classification_2015,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_1,5709.538061,2015,4,classification_2015,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_2,169.6386856,2015,9,classification_2015,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_3,534.5626611,2015,11,classification_2015,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_4,1224.110609,2015,12,classification_2015,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_5,8245.362216,2015,15,classification_2015,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_6,0.2417952428,2015,20,classification_2015,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_7,2150.324512,2015,21,classification_2015,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_8,116.7576303,2015,24,classification_2015,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_9,93.59084915,2015,25,classification_2015,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_10,288.8469822,2015,29,classification_2015,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_11,137.4191296,2015,33,classification_2015,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_12,3127.863611,2015,39,classification_2015,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_13,436.615673,2015,41,classification_2015,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_14,25.7238438,2015,62,classification_2015,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_0,5465.018312,2016,3,classification_2016,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_1,5661.869057,2016,4,classification_2016,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_2,175.7328656,2016,9,classification_2016,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_3,529.0739604,2016,11,classification_2016,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_4,1238.637464,2016,12,classification_2016,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_5,8304.490113,2016,15,classification_2016,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_6,0.160913432,2016,20,classification_2016,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_7,2071.164934,2016,21,classification_2016,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_8,118.8401059,2016,24,classification_2016,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_9,95.78622174,2016,25,classification_2016,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_10,288.9550816,2016,29,classification_2016,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_11,131.4447023,2016,33,classification_2016,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_12,3171.436662,2016,39,classification_2016,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_13,439.2917013,2016,41,classification_2016,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_14,33.118869,2016,62,classification_2016,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_0,5457.953542,2017,3,classification_2017,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_1,5667.884991,2017,4,classification_2017,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_2,177.8248627,2017,9,classification_2017,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_3,449.1070378,2017,11,classification_2017,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_4,1316.310566,2017,12,classification_2017,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_5,8331.647858,2017,15,classification_2017,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_6,0.1574705786,2017,20,classification_2017,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
